algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo_ms
Balde,77000000,2,1,153999999,308000000,2795.066913
Radixsort C.,77000000,2,1,0,1386000000,8468.160936
Radixsort B.,77000000,2,1,0,1386000000,111605.634977
Shellsort,77000000,2,2,2151170282,3766817218,1729.376553
Mergesort,77000000,2,2,1026362752,4043564544,2084.121388
Quicksort,77000000,2,2,3968851574,8003895672,7280.758203
Heapsort,77000000,2,2,3635568614,5684352918,6439.137674
Contagem,77000000,2,2,76999999,154000000,528.341525
Balde,77000000,2,2,153999999,308000000,2716.609479
Radixsort C.,77000000,2,2,0,1386000000,8428.131877
Radixsort B.,77000000,2,2,0,1386000000,113060.495784
Shellsort,77000000,2,3,2151170282,3766817218,1724.451600
Mergesort,77000000,2,3,1026362752,4043564544,2026.065535
Quicksort,77000000,2,3,3939538489,7831726870,7320.629308
Heapsort,77000000,2,3,3635568614,5684352918,6439.048377
Contagem,77000000,2,3,76999999,154000000,531.161532
Balde,77000000,2,3,153999999,308000000,2783.411549
Radixsort C.,77000000,2,3,0,1386000000,8461.295841
Radixsort B.,77000000,2,3,0,1386000000,115659.164710
Shellsort,77000000,3,1,3379854381,4990820456,11090.794432
Mergesort,77000000,3,1,1921373772,3986208339,8159.236756
Quicksort,77000000,3,1,3914043673,7848270910,10423.864935
Heapsort,77000000,3,1,3745929566,5849894346,27131.971591
Contagem,77000000,3,1,76999999,154000022,3936.893293
Balde,77000000,3,1,155458755,309458778,52083.015055
Radixsort C.,77000000,3,1,0,1386000000,7099.348111
Radixsort B.,77000000,3,1,0,1386000000,164147.273143
Shellsort,77000000,3,2,3379617968,4990574647,11108.740049
Mergesort,77000000,3,2,1921380577,3986222940,8124.242090
Quicksort,77000000,3,2,3813717307,7585005356,10347.868297
Heapsort,77000000,3,2,3745918878,5849878314,27515.574183
Contagem,77000000,3,2,76999999,154000022,3957.725948
Balde,77000000,3,2,155462423,309462446,37538.709589
Radixsort C.,77000000,3,2,0,1386000000,7101.349683
Radixsort B.,77000000,3,2,0,1386000000,164268.192458
Shellsort,77000000,3,3,3379945735,4990914258,11097.039105
Mergesort,77000000,3,3,1921362530,3986193130,8124.607363
Quicksort,77000000,3,3,3793122401,7474782389,10265.027178
Heapsort,77000000,3,3,3745921950,5849882922,27080.071404
Contagem,77000000,3,3,76999999,154000013,3853.799132
Balde,77000000,3,3,155462827,309462841,37252.147919
Radixsort C.,77000000,3,3,0,1386000000,7122.423293
Radixsort B.,77000000,3,3,0,1386000000,163263.045943
Shellsort,78000000,1,1,1596667902,3193335804,1362.943914
Mergesort,78000000,1,1,1008412864,3058195136,1679.540292
Quicksort,78000000,1,1,3990448805,8043076970,7254.977189
Heapsort,78000000,1,1,3924632906,6120949356,6011.318838
Contagem,78000000,1,1,77999999,233999999,512.356078
Balde,78000000,1,1,155999999,389999999,2994.608046
Radixsort C.,78000000,1,1,0,1404000000,7076.590452
Radixsort B.,78000000,1,1,0,1404000000,68257.152313
Shellsort,78000000,1,2,1596667902,3193335804,1362.205577
Mergesort,78000000,1,2,1008412864,3058195136,1694.180382
Quicksort,78000000,1,2,4026790138,8100526684,7372.738122
Heapsort,78000000,1,2,3924632906,6120949356,6017.170779
Contagem,78000000,1,2,77999999,233999999,511.620237
Balde,78000000,1,2,155999999,389999999,3016.412663
Radixsort C.,78000000,1,2,0,1404000000,7076.201469
Radixsort B.,78000000,1,2,0,1404000000,68363.424622
Shellsort,78000000,1,3,1596667902,3193335804,1357.315402
Mergesort,78000000,1,3,1008412864,3058195136,1690.147428
Quicksort,78000000,1,3,4049720100,8121687322,7395.580108
Heapsort,78000000,1,3,3924632906,6120949356,6001.914223
Contagem,78000000,1,3,77999999,233999999,512.321582
Balde,78000000,1,3,155999999,389999999,2996.210648
Radixsort C.,78000000,1,3,0,1404000000,7074.891509
Radixsort B.,78000000,1,3,0,1404000000,68313.644896
Shellsort,78000000,2,1,2226229176,3863443292,1727.809771
Mergesort,78000000,2,1,1041369408,4099564544,2052.960116
Quicksort,78000000,2,1,3991586976,8024290406,7376.556092
Heapsort,78000000,2,1,3686716282,5764074420,6527.441478
Contagem,78000000,2,1,77999999,156000000,530.943753
Balde,78000000,2,1,155999999,312000000,2790.590316
Radixsort C.,78000000,2,1,0,1404000000,8546.940840
Radixsort B.,78000000,2,1,0,1404000000,89734.694314
Shellsort,78000000,2,2,2226229176,3863443292,1750.522645
Mergesort,78000000,2,2,1041369408,4099564544,2056.267287
Quicksort,78000000,2,2,4171259368,8317947873,7313.912675
Heapsort,78000000,2,2,3686716282,5764074420,6521.283788
Contagem,78000000,2,2,77999999,156000000,530.809781
Balde,78000000,2,2,155999999,312000000,2778.681464
Radixsort C.,78000000,2,2,0,1404000000,8565.015420
Radixsort B.,78000000,2,2,0,1404000000,89314.783659
Shellsort,78000000,2,3,2226229176,3863443292,1747.678591
Mergesort,78000000,2,3,1041369408,4099564544,2064.332356
Quicksort,78000000,2,3,4155636423,8165713017,7274.656843
Heapsort,78000000,2,3,3686716282,5764074420,6514.235767
Contagem,78000000,2,3,77999999,156000000,531.399591
Balde,78000000,2,3,155999999,312000000,2779.957984
Radixsort C.,78000000,2,3,0,1404000000,8577.885571
Radixsort B.,78000000,2,3,0,1404000000,89252.465274
Shellsort,78000000,3,1,3426739273,5060089715,11408.198329
Mergesort,78000000,3,1,1947850890,4040923056,8225.557615
Quicksort,78000000,3,1,4000820228,7858546289,10463.099487
Heapsort,78000000,3,1,3797692846,5930539266,27615.868476
Contagem,78000000,3,1,77999999,156000015,4030.756774
Balde,78000000,3,1,157447042,313447058,38064.835219
Radixsort C.,78000000,3,1,0,1404000000,7204.274140
Radixsort B.,78000000,3,1,0,1404000000,167127.716282
Shellsort,78000000,3,2,3427204891,5060552953,11248.807159
Mergesort,78000000,3,2,1947855808,4040941592,8255.783320
Quicksort,78000000,3,2,3884480535,7682016341,10441.298737
Heapsort,78000000,3,2,3797724752,5930587125,27729.827789
Contagem,78000000,3,2,77999999,156000025,3970.909208
Balde,78000000,3,2,157449351,313449377,52221.491597
Radixsort C.,78000000,3,2,0,1404000000,7201.771605
Radixsort B.,78000000,3,2,0,1404000000,164854.682513
Shellsort,78000000,3,3,3426427022,5059784542,11228.936848
Mergesort,78000000,3,3,1947855330,4040942341,8247.960415
Quicksort,78000000,3,3,3879574247,7713732527,10484.881701
Heapsort,78000000,3,3,3797730714,5930596068,27347.486756
Contagem,78000000,3,3,77999999,156000007,3986.884396
Balde,78000000,3,3,157449379,313449387,52654.341131
Radixsort C.,78000000,3,3,0,1404000000,7179.930348
Radixsort B.,78000000,3,3,0,1404000000,165923.034242
Shellsort,79000000,1,1,1618667902,3237335804,1379.605330
Mergesort,79000000,1,1,1021765440,3099547712,1705.333421
Quicksort,79000000,1,1,3954590758,7946758263,7190.888646
Heapsort,79000000,1,1,3978282234,6204423348,6090.473729
Contagem,79000000,1,1,78999999,236999999,518.048281
Balde,79000000,1,1,157999999,394999999,3053.903692
Radixsort C.,79000000,1,1,0,1422000000,7157.414537
Radixsort B.,79000000,1,1,0,1422000000,90271.634727
Shellsort,79000000,1,2,1618667902,3237335804,1382.466644
Mergesort,79000000,1,2,1021765440,3099547712,1700.827827
Quicksort,79000000,1,2,4072580705,8115294135,7674.430050
Heapsort,79000000,1,2,3978282234,6204423348,6113.330254
Contagem,79000000,1,2,78999999,236999999,519.811424
Balde,79000000,1,2,157999999,394999999,3046.699903
Radixsort C.,79000000,1,2,0,1422000000,7163.176935
Radixsort B.,79000000,1,2,0,1422000000,90439.249572
Shellsort,79000000,1,3,1618667902,3237335804,1381.151964
Mergesort,79000000,1,3,1021765440,3099547712,1717.286632
Quicksort,79000000,1,3,4022046611,8051911134,7470.867372
Heapsort,79000000,1,3,3978282234,6204423348,6097.158404
Contagem,79000000,1,3,78999999,236999999,520.314275
Balde,79000000,1,3,157999999,394999999,3030.235288
Radixsort C.,79000000,1,3,0,1422000000,7170.609068
Radixsort B.,79000000,1,3,0,1422000000,90081.094366
Shellsort,79000000,2,1,2233895130,3891751526,1753.179392
Mergesort,79000000,2,1,1056016832,4155564544,2089.145103
Quicksort,79000000,2,1,4032388740,8071285003,7438.399106
Heapsort,79000000,2,1,3736898474,5842347708,6612.104187
Contagem,79000000,2,1,78999999,158000000,544.917922
Balde,79000000,2,1,157999999,316000000,2853.726708
Radixsort C.,79000000,2,1,0,1422000000,8675.670957
Radixsort B.,79000000,2,1,0,1422000000,115825.812287
Shellsort,79000000,2,2,2233895130,3891751526,1752.160990
Mergesort,79000000,2,2,1056016832,4155564544,2310.432886
Quicksort,79000000,2,2,4348110962,8494589746,7249.755302
Heapsort,79000000,2,2,3736898474,5842347708,6606.534205
Contagem,79000000,2,2,78999999,158000000,544.276446
Balde,79000000,2,2,157999999,316000000,2821.243700
Radixsort C.,79000000,2,2,0,1422000000,8671.228918
Radixsort B.,79000000,2,2,0,1422000000,114443.945877
Shellsort,79000000,2,3,2233895130,3891751526,1753.675634
Mergesort,79000000,2,3,1056016832,4155564544,2086.510173
Quicksort,79000000,2,3,4072600548,8154154143,7428.977853
Heapsort,79000000,2,3,3736898474,5842347708,6612.368173
Contagem,79000000,2,3,78999999,158000000,544.763884
Balde,79000000,2,3,157999999,316000000,2828.974823
Radixsort C.,79000000,2,3,0,1422000000,8664.924696
Radixsort B.,79000000,2,3,0,1422000000,115992.478177
Shellsort,79000000,3,1,3472854340,5128575406,11408.232783
Mergesort,79000000,3,1,1974333818,4095705610,8314.562251
Quicksort,79000000,3,1,3971330302,7996900928,10584.835720
Heapsort,79000000,3,1,3849523700,6011285547,27903.699018
Contagem,79000000,3,1,78999999,158000016,4047.050908
Balde,79000000,3,1,159436834,317436851,53482.213420
Radixsort C.,79000000,3,1,0,1422000000,7282.948652
Radixsort B.,79000000,3,1,0,1422000000,168154.324895
Shellsort,79000000,3,2,3472769408,5128480949,11410.170042
Mergesort,79000000,3,2,1974329325,4095711746,8346.387034
Quicksort,79000000,3,2,3906041820,7740602595,10527.969091
Heapsort,79000000,3,2,3849533514,6011300268,28291.074087
Contagem,79000000,3,2,78999999,158000018,4078.323180
Balde,79000000,3,2,159431677,317431696,53736.185764
Radixsort C.,79000000,3,2,0,1422000000,7299.875534
Radixsort B.,79000000,3,2,0,1422000000,168781.454163
Shellsort,79000000,3,3,3472858704,5128579587,11392.081506
Mergesort,79000000,3,3,1974329918,4095697137,8390.513608
Quicksort,79000000,3,3,3869053877,7606224280,10483.756877
Heapsort,79000000,3,3,3849512940,6011269407,27823.740213
Contagem,79000000,3,3,78999999,158000012,4057.766651
Balde,79000000,3,3,159435098,317435111,53472.458188
Radixsort C.,79000000,3,3,0,1422000000,7293.545454
Radixsort B.,79000000,3,3,0,1422000000,168344.277183
Shellsort,80000000,1,1,1640667902,3281335804,1393.799873
Mergesort,80000000,1,1,1035476992,3141259264,1736.377753
Quicksort,80000000,1,1,4235627578,8328985546,7421.514587
Heapsort,80000000,1,1,4031931002,6287896500,6162.300376
Contagem,80000000,1,1,79999999,239999999,527.768910
Balde,80000000,1,1,159999999,399999999,3073.107227
Radixsort C.,80000000,1,1,0,1440000000,7250.337745
Radixsort B.,80000000,1,1,0,1440000000,60000.870497
Shellsort,80000000,1,2,1640667902,3281335804,1403.647260
Mergesort,80000000,1,2,1035476992,3141259264,1764.304410
Quicksort,80000000,1,2,4158545938,8377656685,7626.706801
Heapsort,80000000,1,2,4031931002,6287896500,6166.522400
Contagem,80000000,1,2,79999999,239999999,526.437208
Balde,80000000,1,2,159999999,399999999,3080.893862
Radixsort C.,80000000,1,2,0,1440000000,7257.515950
Radixsort B.,80000000,1,2,0,1440000000,59767.073819
Shellsort,80000000,1,3,1640667902,3281335804,1394.583214
Mergesort,80000000,1,3,1035476992,3141259264,1730.255534
Quicksort,80000000,1,3,4136464526,8364099674,7543.180330
Heapsort,80000000,1,3,4031931002,6287896500,6175.407137
Contagem,80000000,1,3,79999999,239999999,528.128053
Balde,80000000,1,3,159999999,399999999,3075.260261
Radixsort C.,80000000,1,3,0,1440000000,7246.122201
Radixsort B.,80000000,1,3,0,1440000000,59314.144687
Shellsort,80000000,2,1,2262162390,3940395294,1767.400377
Mergesort,80000000,2,1,1070305280,4211564544,2123.983016
Quicksort,80000000,2,1,4122069067,8290541805,7550.627029
Heapsort,80000000,2,1,3788422634,5922633948,6690.763043
Contagem,80000000,2,1,79999999,160000000,557.781615
Balde,80000000,2,1,159999999,320000000,2834.120178
Radixsort C.,80000000,2,1,0,1440000000,8773.203751
Radixsort B.,80000000,2,1,0,1440000000,75022.851498
Shellsort,80000000,2,2,2262162390,3940395294,1771.377577
Mergesort,80000000,2,2,1070305280,4211564544,2115.645815
Quicksort,80000000,2,2,4046693753,8078229480,7507.871748
Heapsort,80000000,2,2,3788422634,5922633948,6672.994756
Contagem,80000000,2,2,79999999,160000000,550.365585
Balde,80000000,2,2,159999999,320000000,2847.022081
Radixsort C.,80000000,2,2,0,1440000000,8769.784881
Radixsort B.,80000000,2,2,0,1440000000,75601.800488
Shellsort,80000000,2,3,2262162390,3940395294,1768.455136
Mergesort,80000000,2,3,1070305280,4211564544,2120.416024
Quicksort,80000000,2,3,4031610829,8108183583,7405.043910
Heapsort,80000000,2,3,3788422634,5922633948,6680.685154
Contagem,80000000,2,3,79999999,160000000,551.119020
Balde,80000000,2,3,159999999,320000000,2836.974782
Radixsort C.,80000000,2,3,0,1440000000,8770.840304
Radixsort B.,80000000,2,3,0,1440000000,74930.499675
Shellsort,80000000,3,1,3519400557,5197569392,11566.759059
Mergesort,80000000,3,1,2000824691,4150534540,8489.866467
Quicksort,80000000,3,1,4108625224,8108699701,10740.993528
Heapsort,80000000,3,1,3901347970,6092021952,28251.447446
Contagem,80000000,3,1,79999999,160000017,4081.455676
Balde,80000000,3,1,161413898,321413916,53828.167224
Radixsort C.,80000000,3,1,0,1440000000,7370.872329
Radixsort B.,80000000,3,1,0,1440000000,170074.569378
Shellsort,80000000,3,2,3519731963,5197898865,11563.947764
Mergesort,80000000,3,2,2000815085,4150533660,8495.571540
Quicksort,80000000,3,2,4160157181,8108115860,10844.254673
Heapsort,80000000,3,2,3901366394,6092049588,28287.536030
Contagem,80000000,3,2,79999999,160000021,4135.597457
Balde,80000000,3,2,161413524,321413546,38794.690175
Radixsort C.,80000000,3,2,0,1440000000,7386.239809
Radixsort B.,80000000,3,2,0,1440000000,170065.771327
Shellsort,80000000,3,3,3519882827,5198048747,11566.431780
Mergesort,80000000,3,3,2000821699,4150535239,8484.468432
Quicksort,80000000,3,3,3884573254,7778709832,10706.038938
Heapsort,80000000,3,3,3901342228,6092013339,28361.237065
Contagem,80000000,3,3,79999999,160000014,4093.313917
Balde,80000000,3,3,161415632,321415647,54126.301782
Radixsort C.,80000000,3,3,0,1440000000,7382.074914
Radixsort B.,80000000,3,3,0,1440000000,170508.941398
Shellsort,81000000,1,1,1662667902,3325335804,1413.613510
Mergesort,81000000,1,1,1048796864,3182579136,1743.414601
Quicksort,81000000,1,1,4318819294,8469938815,7641.809918
Heapsort,81000000,1,1,4085579990,6371369982,6258.258876
Contagem,81000000,1,1,80999999,242999999,527.558064
Balde,81000000,1,1,161999999,404999999,3139.377169
Radixsort C.,81000000,1,1,0,1458000000,7346.882221
Radixsort B.,81000000,1,1,0,1458000000,90797.670801
Shellsort,81000000,1,2,1662667902,3325335804,1416.878955
Mergesort,81000000,1,2,1048796864,3182579136,1753.850844
Quicksort,81000000,1,2,4099465487,8153120218,7781.016229
Heapsort,81000000,1,2,4085579990,6371369982,6264.770674
Contagem,81000000,1,2,80999999,242999999,529.585611
Balde,81000000,1,2,161999999,404999999,3114.259628
Radixsort C.,81000000,1,2,0,1458000000,7351.089505
Radixsort B.,81000000,1,2,0,1458000000,91025.555002
Shellsort,81000000,1,3,1662667902,3325335804,1413.764615
Mergesort,81000000,1,3,1048796864,3182579136,1759.410598
Quicksort,81000000,1,3,4175944871,8249539384,7776.548444
Heapsort,81000000,1,3,4085579990,6371369982,6287.464055
Contagem,81000000,1,3,80999999,242999999,532.455673
Balde,81000000,1,3,161999999,404999999,3107.206386
Radixsort C.,81000000,1,3,0,1458000000,7354.320228
Radixsort B.,81000000,1,3,0,1458000000,90868.747549
Shellsort,81000000,2,1,2263738128,3964048714,1799.174930
Mergesort,81000000,2,1,1084985408,4267564544,2150.548432
Quicksort,81000000,2,1,4234111805,8330164331,7395.815105
Heapsort,81000000,2,1,3837908458,5999862684,6762.371817
Contagem,81000000,2,1,80999999,162000000,557.334162
Balde,81000000,2,1,161999999,324000000,2867.687722
Radixsort C.,81000000,2,1,0,1458000000,8913.026663
Radixsort B.,81000000,2,1,0,1458000000,118258.322400
Shellsort,81000000,2,2,2263738128,3964048714,1806.051837
Mergesort,81000000,2,2,1084985408,4267564544,2155.890057
Quicksort,81000000,2,2,4102215952,8299461083,7471.044042
Heapsort,81000000,2,2,3837908458,5999862684,6781.915468
Contagem,81000000,2,2,80999999,162000000,559.181525
Balde,81000000,2,2,161999999,324000000,2852.724524
Radixsort C.,81000000,2,2,0,1458000000,8889.012694
Radixsort B.,81000000,2,2,0,1458000000,119674.304840
Shellsort,81000000,2,3,2263738128,3964048714,1770.682529
Mergesort,81000000,2,3,1084985408,4267564544,2150.749549
Quicksort,81000000,2,3,4202099252,8342019399,7375.803466
Heapsort,81000000,2,3,3837908458,5999862684,6783.059950
Contagem,81000000,2,3,80999999,162000000,561.551997
Balde,81000000,2,3,161999999,324000000,2877.671813
Radixsort C.,81000000,2,3,0,1458000000,8891.771167
Radixsort B.,81000000,2,3,0,1458000000,118162.533117
Shellsort,81000000,3,1,3567442744,5268102320,11718.046202
Mergesort,81000000,3,1,2027310922,4205388277,8595.911589
Quicksort,81000000,3,1,4061053122,8048654255,10798.455935
Heapsort,81000000,3,1,3953222692,6172834035,28697.995654
Contagem,81000000,3,1,80999999,162000021,4157.015519
Balde,81000000,3,1,163389692,325389714,55229.868860
Radixsort C.,81000000,3,1,0,1458000000,7489.919011
Radixsort B.,81000000,3,1,0,1458000000,172740.903364
Shellsort,81000000,3,2,3567374182,5268039147,11721.699426
Mergesort,81000000,3,2,2027318725,4205405093,8584.478237
Quicksort,81000000,3,2,4004424734,7980354848,10732.578099
Heapsort,81000000,3,2,3953201888,6172802829,28820.605125
Contagem,81000000,3,2,80999999,162000018,4175.232437
Balde,81000000,3,2,163390756,325390775,54937.734333
Radixsort C.,81000000,3,2,0,1458000000,7486.281609
Radixsort B.,81000000,3,2,0,1458000000,173778.007185
Shellsort,81000000,3,3,3567097132,5267754524,11714.789932
Mergesort,81000000,3,3,2027310656,4205408214,8554.556990
Quicksort,81000000,3,3,4178782706,8240043059,10762.027060
Heapsort,81000000,3,3,3953233860,6172850787,28706.954579
Contagem,81000000,3,3,80999999,162000013,4121.390124
Balde,81000000,3,3,163392257,325392271,54797.859727
Radixsort C.,81000000,3,3,0,1458000000,7482.151668
Radixsort B.,81000000,3,3,0,1458000000,173749.756754
Shellsort,82000000,1,1,1684667902,3369335804,1438.827242
Mergesort,82000000,1,1,1062785600,3224567872,1766.992690
Quicksort,82000000,1,1,4212521306,8413796155,7868.370497
Heapsort,82000000,1,1,4139228914,6454843368,6320.272078
Contagem,82000000,1,1,81999999,245999999,539.316100
Balde,82000000,1,1,163999999,409999999,3161.283274
Radixsort C.,82000000,1,1,0,1476000000,7405.457104
Radixsort B.,82000000,1,1,0,1476000000,75180.355850
Shellsort,82000000,1,2,1684667902,3369335804,1440.949779
Mergesort,82000000,1,2,1062785600,3224567872,1760.748241
Quicksort,82000000,1,2,4241198567,8461126727,7738.414659
Heapsort,82000000,1,2,4139228914,6454843368,6350.270647
Contagem,82000000,1,2,81999999,245999999,538.615983
Balde,82000000,1,2,163999999,409999999,3148.632671
Radixsort C.,82000000,1,2,0,1476000000,7432.596471
Radixsort B.,82000000,1,2,0,1476000000,75686.437117
Shellsort,82000000,1,3,1684667902,3369335804,1444.277058
Mergesort,82000000,1,3,1062785600,3224567872,1763.452852
Quicksort,82000000,1,3,4212557702,8417213090,7611.019677
Heapsort,82000000,1,3,4139228914,6454843368,6345.763700
Contagem,82000000,1,3,81999999,245999999,540.253429
Balde,82000000,1,3,163999999,409999999,3159.611640
Radixsort C.,82000000,1,3,0,1476000000,7452.859719
Radixsort B.,82000000,1,3,0,1476000000,75663.514744
Shellsort,82000000,2,1,2313441638,4035124366,1823.013596
Mergesort,82000000,2,1,1098996672,4323564544,2185.380661
Quicksort,82000000,2,1,4351404390,8713296037,7698.459088
Heapsort,82000000,2,1,3888552478,6078828714,6861.508560
Contagem,82000000,2,1,81999999,164000000,559.471959
Balde,82000000,2,1,163999999,328000000,2926.119027
Radixsort C.,82000000,2,1,0,1476000000,9049.101904
Radixsort B.,82000000,2,1,0,1476000000,97714.703996
Shellsort,82000000,2,2,2313441638,4035124366,1840.398134
Mergesort,82000000,2,2,1098996672,4323564544,2172.711716
Quicksort,82000000,2,2,4243246113,8592219026,7539.702781
Heapsort,82000000,2,2,3888552478,6078828714,6836.541846
Contagem,82000000,2,2,81999999,164000000,559.135959
Balde,82000000,2,2,163999999,328000000,2921.133349
Radixsort C.,82000000,2,2,0,1476000000,9000.095373
Radixsort B.,82000000,2,2,0,1476000000,96914.235611
Shellsort,82000000,2,3,2313441638,4035124366,1835.322799
Mergesort,82000000,2,3,1098996672,4323564544,2163.346321
Quicksort,82000000,2,3,4105812968,8344401769,7743.693037
Heapsort,82000000,2,3,3888552478,6078828714,6847.933508
Contagem,82000000,2,3,81999999,164000000,552.117545
Balde,82000000,2,3,163999999,328000000,2920.309695
Radixsort C.,82000000,2,3,0,1476000000,9004.352376
Radixsort B.,82000000,2,3,0,1476000000,96918.784631
Shellsort,82000000,3,1,3613507755,5336660079,11881.379622
Mergesort,82000000,3,1,2053816998,4260305114,8691.043734
Quicksort,82000000,3,1,4040392239,7992562145,11193.071641
Heapsort,82000000,3,1,4005150054,6253725078,29274.795424
Contagem,82000000,3,1,81999999,164000014,4268.264264
Balde,82000000,3,1,165366005,329366020,55897.632590
Radixsort C.,82000000,3,1,0,1476000000,7573.524470
Radixsort B.,82000000,3,1,0,1476000000,177101.127390
Shellsort,82000000,3,2,3613165857,5336325168,11873.518541
Mergesort,82000000,3,2,2053805050,4260294916,8691.944454
Quicksort,82000000,3,2,4278135583,8507601429,10991.955236
Heapsort,82000000,3,2,4005116918,6253675374,29111.270064
Contagem,82000000,3,2,81999999,164000016,4164.871611
Balde,82000000,3,2,165362868,329362885,55375.416106
Radixsort C.,82000000,3,2,0,1476000000,7573.489765
Radixsort B.,82000000,3,2,0,1476000000,175653.188448
Shellsort,82000000,3,3,3613861775,5337023025,11880.721477
Mergesort,82000000,3,3,2053804360,4260296855,8690.366300
Quicksort,82000000,3,3,4046228219,7957697160,11059.685505
Heapsort,82000000,3,3,4005124014,6253686018,29136.586012
Contagem,82000000,3,3,81999999,164000014,4201.924865
Balde,82000000,3,3,165365840,329365855,55682.888637
Radixsort C.,82000000,3,3,0,1476000000,7562.662951
Radixsort B.,82000000,3,3,0,1476000000,174898.153613
Shellsort,83000000,1,1,1706667902,3413335804,1456.804579
Mergesort,83000000,1,1,1076980736,3266763008,1787.468121
Quicksort,83000000,1,1,4432389665,8738676459,7787.541224
Heapsort,83000000,1,1,4192877838,6538316754,6446.800126
Contagem,83000000,1,1,82999999,248999999,542.611521
Balde,83000000,1,1,165999999,414999999,3182.300363
Radixsort C.,83000000,1,1,0,1494000000,7501.690478
Radixsort B.,83000000,1,1,0,1494000000,94235.058673
Shellsort,83000000,1,2,1706667902,3413335804,1462.299081
Mergesort,83000000,1,2,1076980736,3266763008,1790.976040
Quicksort,83000000,1,2,4281603496,8685435891,7865.231043
Heapsort,83000000,1,2,4192877838,6538316754,6420.182609
Contagem,83000000,1,2,82999999,248999999,546.389005
Balde,83000000,1,2,165999999,414999999,3203.068606
Radixsort C.,83000000,1,2,0,1494000000,7524.467905
Radixsort B.,83000000,1,2,0,1494000000,94846.606055
Shellsort,83000000,1,3,1706667902,3413335804,1458.304317
Mergesort,83000000,1,3,1076980736,3266763008,1791.071900
Quicksort,83000000,1,3,4301687723,8675149701,8121.312552
Heapsort,83000000,1,3,4192877838,6538316754,6400.925373
Contagem,83000000,1,3,82999999,248999999,546.528978
Balde,83000000,1,3,165999999,414999999,3194.779641
Radixsort C.,83000000,1,3,0,1494000000,7526.649159
Radixsort B.,83000000,1,3,0,1494000000,94935.624401
Shellsort,83000000,2,1,2308925675,4052892374,1841.632533
Mergesort,83000000,2,1,1112801536,4379564544,2194.842715
Quicksort,83000000,2,1,4239681461,8503076148,7720.050282
Heapsort,83000000,2,1,3938665726,6156998586,6929.626799
Contagem,83000000,2,1,82999999,166000000,569.944183
Balde,83000000,2,1,165999999,332000000,2954.014044
Radixsort C.,83000000,2,1,0,1494000000,9139.270086
Radixsort B.,83000000,2,1,0,1494000000,120552.913398
Shellsort,83000000,2,2,2308925675,4052892374,1816.121303
Mergesort,83000000,2,2,1112801536,4379564544,2322.130130
Quicksort,83000000,2,2,4113852107,8304255802,7851.966046
Heapsort,83000000,2,2,3938665726,6156998586,6943.784802
Contagem,83000000,2,2,82999999,166000000,568.555711
Balde,83000000,2,2,165999999,332000000,2977.932241
Radixsort C.,83000000,2,2,0,1494000000,9144.224036
Radixsort B.,83000000,2,2,0,1494000000,122111.647596
Shellsort,83000000,2,3,2308925675,4052892374,1841.892409
Mergesort,83000000,2,3,1112801536,4379564544,2192.469322
Quicksort,83000000,2,3,4427315785,8934307408,7893.528758
Heapsort,83000000,2,3,3938665726,6156998586,6920.511798
Contagem,83000000,2,3,82999999,166000000,566.331866
Balde,83000000,2,3,165999999,332000000,3013.793242
Radixsort C.,83000000,2,3,0,1494000000,9134.931153
Radixsort B.,83000000,2,3,0,1494000000,122021.783411
Shellsort,83000000,3,1,3660408730,5406093140,12002.713331
Mergesort,83000000,3,1,2080311007,4315261022,8676.550610
Quicksort,83000000,3,1,4345316027,8416596208,11062.394868
Heapsort,83000000,3,1,4057060116,6334590171,29797.785910
Contagem,83000000,3,1,82999999,166000014,4275.527866
Balde,83000000,3,1,167332784,333332799,40814.391376
Radixsort C.,83000000,3,1,0,1494000000,7662.397597
Radixsort B.,83000000,3,1,0,1494000000,179234.284155
Shellsort,83000000,3,2,3660166876,5405849346,12034.762458
Mergesort,83000000,3,2,2080310684,4315261844,8934.540653
Quicksort,83000000,3,2,4253894699,8300720697,11207.604317
Heapsort,83000000,3,2,4057078928,6334618389,29683.145033
Contagem,83000000,3,2,82999999,166000015,4315.129983
Balde,83000000,3,2,167333540,333333556,56184.269978
Radixsort C.,83000000,3,2,0,1494000000,7619.045224
Radixsort B.,83000000,3,2,0,1494000000,177289.747533
Shellsort,83000000,3,3,3659291966,5404975888,12001.906396
Mergesort,83000000,3,3,2080298794,4315256128,8793.073915
Quicksort,83000000,3,3,4161814736,8309299351,11267.206245
Heapsort,83000000,3,3,4057048520,6334572777,29682.737669
Contagem,83000000,3,3,82999999,166000004,4180.241850
Balde,83000000,3,3,167333491,333333496,56221.674532
Radixsort C.,83000000,3,3,0,1494000000,7681.816735
Radixsort B.,83000000,3,3,0,1494000000,177753.713802
Shellsort,84000000,1,1,1728667902,3457335804,1475.992302
Mergesort,84000000,1,1,1091688448,3309470720,1807.731764
Quicksort,84000000,1,1,4366005246,8865796863,7959.128634
Heapsort,84000000,1,1,4246526478,6621789714,6476.508008
Contagem,84000000,1,1,83999999,251999999,551.114080
Balde,84000000,1,1,167999999,419999999,3226.982353
Radixsort C.,84000000,1,1,0,1512000000,7643.089507
Radixsort B.,84000000,1,1,0,1512000000,68125.566220
Shellsort,84000000,1,2,1728667902,3457335804,1474.321712
