algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo_ms
Radixsort B.,14000000,2,1,0,252000000,12017.307436
Shellsort,14000000,2,2,359263987,623949726,282.065235
Mergesort,14000000,2,2,169397056,666445568,336.122867
Quicksort,14000000,2,2,664825628,1322418366,1188.010974
Heapsort,14000000,2,2,592234166,930351246,1103.462650
Contagem,14000000,2,2,13999999,28000000,94.083905
Balde,14000000,2,2,27999999,56000000,498.201391
Radixsort C.,14000000,2,2,0,252000000,1469.532196
Radixsort B.,14000000,2,2,0,252000000,12027.141034
Shellsort,14000000,2,3,359263987,623949726,278.291035
Mergesort,14000000,2,3,169397056,666445568,335.667901
Quicksort,14000000,2,3,638379032,1280199967,1186.081650
Heapsort,14000000,2,3,592234166,930351246,1108.130577
Contagem,14000000,2,3,13999999,28000000,94.126315
Balde,14000000,2,3,27999999,56000000,496.921087
Radixsort C.,14000000,2,3,0,252000000,1476.865473
Radixsort B.,14000000,2,3,0,252000000,12028.904687
Shellsort,14000000,3,1,549369789,812511888,1782.171733
Mergesort,14000000,3,1,314894881,655955142,1313.039394
Quicksort,14000000,3,1,633148646,1277043989,1764.418885
Heapsort,14000000,3,1,612443784,960665673,3544.270398
Contagem,14000000,3,1,13999999,28000018,882.517091
Balde,14000000,3,1,28533237,56533256,6657.206011
Radixsort C.,14000000,3,1,0,252000000,1287.788094
Radixsort B.,14000000,3,1,0,252000000,22172.097829
Shellsort,14000000,3,2,549575541,812712212,1780.500372
Mergesort,14000000,3,2,314894995,655949698,1317.486228
Quicksort,14000000,3,2,653284300,1298772356,1763.388960
Heapsort,14000000,3,2,612463280,960694917,3527.242406
Contagem,14000000,3,2,13999999,28000015,843.840781
Balde,14000000,3,2,28533750,56533766,4899.390077
Radixsort C.,14000000,3,2,0,252000000,1295.925728
Radixsort B.,14000000,3,2,0,252000000,22038.679062
Shellsort,14000000,3,3,549677887,812820074,1784.923442
Mergesort,14000000,3,3,314896759,655953404,1313.329599
Quicksort,14000000,3,3,612570916,1234312713,1776.000257
Heapsort,14000000,3,3,612446254,960669378,3538.104831
Contagem,14000000,3,3,13999999,28000019,873.343168
Balde,14000000,3,3,28532955,56532975,6649.741018
Radixsort C.,14000000,3,3,0,252000000,1305.494352
Radixsort B.,14000000,3,3,0,252000000,22154.855530
Shellsort,15000000,1,1,276428366,552856732,234.998688
Mergesort,15000000,1,1,176841664,535064448,296.353303
Quicksort,15000000,1,1,684824203,1380765422,1271.742413
Heapsort,15000000,1,1,682814462,1069221690,1098.679475
Contagem,15000000,1,1,14999999,44999999,99.462478
Balde,15000000,1,1,29999999,74999999,576.604021
Radixsort C.,15000000,1,1,0,270000000,1307.245512
Radixsort B.,15000000,1,1,0,270000000,14066.277577
Shellsort,15000000,1,2,276428366,552856732,234.239099
Mergesort,15000000,1,2,176841664,535064448,295.979191
Quicksort,15000000,1,2,704492379,1407562423,1328.438179
Heapsort,15000000,1,2,682814462,1069221690,1099.296213
Contagem,15000000,1,2,14999999,44999999,99.239709
Balde,15000000,1,2,29999999,74999999,577.617475
Radixsort C.,15000000,1,2,0,270000000,1308.243147
Radixsort B.,15000000,1,2,0,270000000,14031.274993
Shellsort,15000000,1,3,276428366,552856732,233.862122
Mergesort,15000000,1,3,176841664,535064448,295.363265
Quicksort,15000000,1,3,683642206,1382088041,1339.424955
Heapsort,15000000,1,3,682814462,1069221690,1103.676510
Contagem,15000000,1,3,14999999,44999999,98.945828
Balde,15000000,1,3,29999999,74999999,575.590885
Radixsort C.,15000000,1,3,0,270000000,1296.382186
Radixsort B.,15000000,1,3,0,270000000,14042.235662
Shellsort,15000000,2,1,386083260,670356148,300.737670
Mergesort,15000000,2,1,181381120,716445568,359.242944
Quicksort,15000000,2,1,683243734,1370455192,1307.710215
Heapsort,15000000,2,1,637269310,1000903962,1191.582051
Contagem,15000000,2,1,14999999,30000000,102.354651
Balde,15000000,2,1,29999999,60000000,529.745122
Radixsort C.,15000000,2,1,0,270000000,1580.585617
Radixsort B.,15000000,2,1,0,270000000,18591.824868
Shellsort,15000000,2,2,386083260,670356148,300.687045
Mergesort,15000000,2,2,181381120,716445568,357.929697
Quicksort,15000000,2,2,706985943,1409018019,1318.507648
Heapsort,15000000,2,2,637269310,1000903962,1190.288842
Contagem,15000000,2,2,14999999,30000000,101.986748
Balde,15000000,2,2,29999999,60000000,534.348288
Radixsort C.,15000000,2,2,0,270000000,1569.197959
Radixsort B.,15000000,2,2,0,270000000,18599.546821
Shellsort,15000000,2,3,386083260,670356148,302.389762
Mergesort,15000000,2,3,181381120,716445568,357.310885
Quicksort,15000000,2,3,689165009,1383163822,1260.196572
Heapsort,15000000,2,3,637269310,1000903962,1190.707078
Contagem,15000000,2,3,14999999,30000000,100.588032
Balde,15000000,2,3,29999999,60000000,534.407288
Radixsort C.,15000000,2,3,0,270000000,1582.313073
Radixsort B.,15000000,2,3,0,270000000,18587.825550
Shellsort,15000000,3,1,591778650,875290207,1918.968809
Mergesort,15000000,3,1,338812124,705725602,1418.026821
Quicksort,15000000,3,1,697897163,1386978212,1905.422353
Heapsort,15000000,3,1,658961960,1033442937,3849.914144
Contagem,15000000,3,1,14999999,30000012,917.875156
Balde,15000000,3,1,30564801,60564814,7218.643518
Radixsort C.,15000000,3,1,0,270000000,1384.294357
Radixsort B.,15000000,3,1,0,270000000,23934.863744
Shellsort,15000000,3,2,592052527,875562707,1915.149153
Mergesort,15000000,3,2,338818962,705729644,1421.300810
Quicksort,15000000,3,2,710634091,1449520145,1913.517960
Heapsort,15000000,3,2,658957408,1033436109,3831.805798
Contagem,15000000,3,2,14999999,30000019,938.847749
Balde,15000000,3,2,30564828,60564848,7219.232033
Radixsort C.,15000000,3,2,0,270000000,1386.537672
Radixsort B.,15000000,3,2,0,270000000,23939.797595
Shellsort,15000000,3,3,591862759,875375433,1915.539367
Mergesort,15000000,3,3,338816815,705732512,1420.726221
Quicksort,15000000,3,3,713194205,1390888915,1946.068753
Heapsort,15000000,3,3,658951486,1033427226,3828.508228
Contagem,15000000,3,3,14999999,30000012,948.037673
Balde,15000000,3,3,30566220,60566233,5313.445266
Radixsort C.,15000000,3,3,0,270000000,1388.529522
Radixsort B.,15000000,3,3,0,270000000,23885.390325
Shellsort,16000000,1,1,296428366,592856732,251.268708
Mergesort,16000000,1,1,190159872,573382656,315.598503
Quicksort,16000000,1,1,742997209,1478845114,1361.111073
Heapsort,16000000,1,1,730625022,1143937530,1233.347814
Contagem,16000000,1,1,15999999,47999999,106.170979
Balde,16000000,1,1,31999999,79999999,610.999306
Radixsort C.,16000000,1,1,0,288000000,1379.436354
Radixsort B.,16000000,1,1,0,288000000,9336.599996
Shellsort,16000000,1,2,296428366,592856732,252.474151
Mergesort,16000000,1,2,190159872,573382656,315.401633
Quicksort,16000000,1,2,744711939,1471900852,1417.729261
Heapsort,16000000,1,2,730625022,1143937530,1169.508338
Contagem,16000000,1,2,15999999,47999999,106.266218
Balde,16000000,1,2,31999999,79999999,611.581070
Radixsort C.,16000000,1,2,0,288000000,1389.789613
Radixsort B.,16000000,1,2,0,288000000,9401.318581
Shellsort,16000000,1,3,296428366,592856732,250.997768
Mergesort,16000000,1,3,190159872,573382656,314.303120
Quicksort,16000000,1,3,748221024,1491558595,1386.548984
Heapsort,16000000,1,3,730625022,1143937530,1172.950534
Contagem,16000000,1,3,15999999,47999999,106.558197
Balde,16000000,1,3,31999999,79999999,613.638785
Radixsort C.,16000000,1,3,0,288000000,1393.274336
Radixsort B.,16000000,1,3,0,288000000,9356.461979
Shellsort,16000000,2,1,403717524,707581538,320.505139
Mergesort,16000000,2,1,193062912,766445568,384.277048
Quicksort,16000000,2,1,762147788,1499854289,1339.186599
Heapsort,16000000,2,1,682426530,1071639792,1275.388010
Contagem,16000000,2,1,15999999,32000000,109.528947
Balde,16000000,2,1,31999999,64000000,587.354764
Radixsort C.,16000000,2,1,0,288000000,1674.185373
Radixsort B.,16000000,2,1,0,288000000,12005.080580
Shellsort,16000000,2,2,403717524,707581538,320.759167
Mergesort,16000000,2,2,193062912,766445568,385.309637
Quicksort,16000000,2,2,747432302,1481756927,1383.011719
Heapsort,16000000,2,2,682426530,1071639792,1273.512387
Contagem,16000000,2,2,15999999,32000000,110.250351
Balde,16000000,2,2,31999999,64000000,571.032455
Radixsort C.,16000000,2,2,0,288000000,1688.742266
Radixsort B.,16000000,2,2,0,288000000,11828.887846
Shellsort,16000000,2,3,403717524,707581538,319.545647
Mergesort,16000000,2,3,193062912,766445568,384.923983
Quicksort,16000000,2,3,756735692,1519853226,1412.189867
Heapsort,16000000,2,3,682426530,1071639792,1270.998085
Contagem,16000000,2,3,15999999,32000000,111.437211
Balde,16000000,2,3,31999999,64000000,571.610159
Radixsort C.,16000000,2,3,0,288000000,1680.532866
Radixsort B.,16000000,2,3,0,288000000,11912.562942
Shellsort,16000000,3,1,634114806,938048518,2057.585514
Mergesort,16000000,3,1,362790973,755701741,1519.156069
Quicksort,16000000,3,1,739669672,1473218115,2064.349328
Heapsort,16000000,3,1,705548386,1106322576,4151.126937
Contagem,16000000,3,1,15999999,32000018,961.814833
Balde,16000000,3,1,32594290,64594309,7768.763795
Radixsort C.,16000000,3,1,0,288000000,1476.090977
Radixsort B.,16000000,3,1,0,288000000,25511.763071
Shellsort,16000000,3,2,634363085,938297566,2059.627560
Mergesort,16000000,3,2,362790810,755707425,1548.773052
Quicksort,16000000,3,2,749186736,1483929453,2057.346265
Heapsort,16000000,3,2,705545764,1106318643,4154.904200
Contagem,16000000,3,2,15999999,32000014,947.174471
Balde,16000000,3,2,32593655,64593670,7752.681714
Radixsort C.,16000000,3,2,0,288000000,1471.550417
Radixsort B.,16000000,3,2,0,288000000,25604.800173
Shellsort,16000000,3,3,634267948,938200817,2053.532022
Mergesort,16000000,3,3,362786381,755698302,1528.757694
Quicksort,16000000,3,3,717670554,1448758827,2045.784509
Heapsort,16000000,3,3,705540090,1106310132,4144.888785
Contagem,16000000,3,3,15999999,32000013,945.798618
Balde,16000000,3,3,32594355,64594369,7765.694179
Radixsort C.,16000000,3,3,0,288000000,1475.568083
Radixsort B.,16000000,3,3,0,288000000,25604.173677
Shellsort,17000000,1,1,316428366,632856732,268.782936
Mergesort,17000000,1,1,203493248,611938816,338.692683
Quicksort,17000000,1,1,821607417,1611604081,1486.013714
Heapsort,17000000,1,1,778898750,1219348122,1247.830628
Contagem,17000000,1,1,16999999,50999999,112.780013
Balde,17000000,1,1,33999999,84999999,670.382842
Radixsort C.,17000000,1,1,0,306000000,1481.927963
Radixsort B.,17000000,1,1,0,306000000,16152.525708
Shellsort,17000000,1,2,316428366,632856732,267.967485
Mergesort,17000000,1,2,203493248,611938816,339.510489
Quicksort,17000000,1,2,836917270,1663090009,1574.543666
Heapsort,17000000,1,2,778898750,1219348122,1247.292455
Contagem,17000000,1,2,16999999,50999999,112.567925
Balde,17000000,1,2,33999999,84999999,653.369796
Radixsort C.,17000000,1,2,0,306000000,1480.326845
Radixsort B.,17000000,1,2,0,306000000,16120.129904
Shellsort,17000000,1,3,316428366,632856732,266.228277
Mergesort,17000000,1,3,203493248,611938816,339.015279
Quicksort,17000000,1,3,800763582,1610416120,1464.608118
Heapsort,17000000,1,3,778898750,1219348122,1242.498672
Contagem,17000000,1,3,16999999,50999999,112.808006
Balde,17000000,1,3,33999999,84999999,654.459173
Radixsort C.,17000000,1,3,0,306000000,1483.715097
Radixsort B.,17000000,1,3,0,306000000,16118.977567
Shellsort,17000000,2,1,431692853,755947446,340.043189
Mergesort,17000000,2,1,204952320,816891136,411.291562
Quicksort,17000000,2,1,825115231,1644672375,1493.659128
Heapsort,17000000,2,1,727681638,1142522454,1362.209244
Contagem,17000000,2,1,16999999,34000000,117.868241
Balde,17000000,2,1,33999999,68000000,599.192210
Radixsort C.,17000000,2,1,0,306000000,1794.366951
Radixsort B.,17000000,2,1,0,306000000,21128.406789
Shellsort,17000000,2,2,431692853,755947446,339.778713
Mergesort,17000000,2,2,204952320,816891136,411.167427
Quicksort,17000000,2,2,777531089,1553819988,1448.678966
Heapsort,17000000,2,2,727681638,1142522454,1359.111664
Contagem,17000000,2,2,16999999,34000000,117.878270
Balde,17000000,2,2,33999999,68000000,595.002619
Radixsort C.,17000000,2,2,0,306000000,1775.714482
Radixsort B.,17000000,2,2,0,306000000,21112.120550
Shellsort,17000000,2,3,431692853,755947446,340.907262
Mergesort,17000000,2,3,204952320,816891136,409.799087
Quicksort,17000000,2,3,784238833,1574785153,1480.708050
Heapsort,17000000,2,3,727681638,1142522454,1359.629718
Contagem,17000000,2,3,16999999,34000000,116.810875
Balde,17000000,2,3,33999999,68000000,601.732962
Radixsort C.,17000000,2,3,0,306000000,1792.497690
Radixsort B.,17000000,2,3,0,306000000,21242.196110
Shellsort,17000000,3,1,676934927,1001391871,2200.451048
Mergesort,17000000,3,1,386876331,805893331,1652.415400
Quicksort,17000000,3,1,795360699,1563891469,2162.272545
Heapsort,17000000,3,1,752369590,1179554382,4468.584550
Contagem,17000000,3,1,16999999,34000018,990.900966
Balde,17000000,3,1,34616713,68616732,8324.791944
Radixsort C.,17000000,3,1,0,306000000,1556.677630
Radixsort B.,17000000,3,1,0,306000000,27604.105026
Shellsort,17000000,3,2,677049578,1001503052,2193.730234
Mergesort,17000000,3,2,386872837,805889266,1653.841642
Quicksort,17000000,3,2,845492249,1655992941,2177.836370
Heapsort,17000000,3,2,752364454,1179546678,4476.129373
Contagem,17000000,3,2,16999999,34000019,991.165473
Balde,17000000,3,2,34618520,68618540,8400.433749
Radixsort C.,17000000,3,2,0,306000000,1569.151630
Radixsort B.,17000000,3,2,0,306000000,27691.851456
Shellsort,17000000,3,3,676756264,1001206250,2193.886190
Mergesort,17000000,3,3,386876921,805895732,1647.598281
Quicksort,17000000,3,3,809536716,1586444540,2195.757283
Heapsort,17000000,3,3,752374262,1179561390,4470.156735
Contagem,17000000,3,3,16999999,34000024,1029.038334
Balde,17000000,3,3,34617815,68617840,8351.078992
Radixsort C.,17000000,3,3,0,306000000,1571.766532
Radixsort B.,17000000,3,3,0,306000000,27510.617913
Shellsort,18000000,1,1,336428366,672856732,286.569526
Mergesort,18000000,1,1,214689984,649135552,358.858481
Quicksort,18000000,1,1,835062007,1675552173,1594.899616
Heapsort,18000000,1,1,828784550,1297176822,1322.018771
Contagem,18000000,1,1,17999999,53999999,118.834726
Balde,18000000,1,1,35999999,89999999,686.603650
Radixsort C.,18000000,1,1,0,324000000,1573.611779
Radixsort B.,18000000,1,1,0,324000000,13167.580947
Shellsort,18000000,1,2,336428366,672856732,286.205082
Mergesort,18000000,1,2,214689984,649135552,359.494806
Quicksort,18000000,1,2,834144849,1668091724,1614.051878
Heapsort,18000000,1,2,828784550,1297176822,1323.185884
Contagem,18000000,1,2,17999999,53999999,119.479809
Balde,18000000,1,2,35999999,89999999,687.542644
Radixsort C.,18000000,1,2,0,324000000,1576.026002
Radixsort B.,18000000,1,2,0,324000000,13188.710832
Shellsort,18000000,1,3,336428366,672856732,285.120885
Mergesort,18000000,1,3,214689984,649135552,362.004011
Quicksort,18000000,1,3,816988806,1645467058,1586.339713
Heapsort,18000000,1,3,828784550,1297176822,1315.062675
Contagem,18000000,1,3,17999999,53999999,119.219920
Balde,18000000,1,3,35999999,89999999,687.765784
Radixsort C.,18000000,1,3,0,324000000,1570.187354
Radixsort B.,18000000,1,3,0,324000000,13193.581061
Shellsort,18000000,2,1,459000298,805479616,366.335536
Mergesort,18000000,2,1,219755584,868891136,436.242330
Quicksort,18000000,2,1,854770917,1699411661,1597.614606
Heapsort,18000000,2,1,773718534,1214577798,1438.913711
Contagem,18000000,2,1,17999999,36000000,123.626637
Balde,18000000,2,1,35999999,72000000,636.858150
Radixsort C.,18000000,2,1,0,324000000,1911.105851
Radixsort B.,18000000,2,1,0,324000000,16115.631794
Shellsort,18000000,2,2,459000298,805479616,364.333707
Mergesort,18000000,2,2,219755584,868891136,438.219452
Quicksort,18000000,2,2,833852553,1674044094,1571.899180
Heapsort,18000000,2,2,773718534,1214577798,1437.537359
Contagem,18000000,2,2,17999999,36000000,124.851890
Balde,18000000,2,2,35999999,72000000,635.362221
Radixsort C.,18000000,2,2,0,324000000,1907.191156
Radixsort B.,18000000,2,2,0,324000000,16210.649304
Shellsort,18000000,2,3,459000298,805479616,367.849871
Mergesort,18000000,2,3,219755584,868891136,436.823420
Quicksort,18000000,2,3,845307904,1686618310,1652.049123
Heapsort,18000000,2,3,773718534,1214577798,1441.600380
Contagem,18000000,2,3,17999999,36000000,122.882349
Balde,18000000,2,3,35999999,72000000,636.742102
Radixsort C.,18000000,2,3,0,324000000,1906.793617
Radixsort B.,18000000,2,3,0,324000000,16073.666883
Shellsort,18000000,3,1,719754309,1064705786,2329.518085
Mergesort,18000000,3,1,411290976,856289079,1717.665213
Quicksort,18000000,3,1,842634065,1663635852,2319.476801
Heapsort,18000000,3,1,799877908,1253816859,4778.022871
Contagem,18000000,3,1,17999999,36000019,1065.895204
Balde,18000000,3,1,36652539,72652559,8868.565170
Radixsort C.,18000000,3,1,0,324000000,1663.122833
Radixsort B.,18000000,3,1,0,324000000,29119.300461
Shellsort,18000000,3,2,719727658,1064671782,2328.015774
Mergesort,18000000,3,2,411289852,856295169,1716.248422
Quicksort,18000000,3,2,830836420,1645454766,2322.804191
Heapsort,18000000,3,2,799884414,1253826618,4771.843116
Contagem,18000000,3,2,17999999,36000017,1064.367805
Balde,18000000,3,2,36651920,72651938,6557.947053
Radixsort C.,18000000,3,2,0,324000000,1671.040175
Radixsort B.,18000000,3,2,0,324000000,29232.089405
Shellsort,18000000,3,3,719660125,1064608398,2334.345543
Mergesort,18000000,3,3,411291418,856291837,1752.183181
Quicksort,18000000,3,3,846905525,1693684302,2359.974885
Heapsort,18000000,3,3,799871522,1253807280,4779.118010
Contagem,18000000,3,3,17999999,36000019,1079.653808
Balde,18000000,3,3,36653855,72653875,8897.113242
Radixsort C.,18000000,3,3,0,324000000,1668.301579
Radixsort B.,18000000,3,3,0,324000000,29129.206845
Shellsort,19000000,1,1,356428366,712856732,303.477375
Mergesort,19000000,1,1,226749376,687194944,379.137675
Quicksort,19000000,1,1,877716284,1780780493,1704.470951
Heapsort,19000000,1,1,878670398,1375005594,1387.469200
Contagem,19000000,1,1,18999999,56999999,124.463249
Balde,19000000,1,1,37999999,94999999,727.760879
Radixsort C.,19000000,1,1,0,342000000,1665.537578
Radixsort B.,19000000,1,1,0,342000000,18239.866334
Shellsort,19000000,1,2,356428366,712856732,302.689516
Mergesort,19000000,1,2,226749376,687194944,378.948348
Quicksort,19000000,1,2,877856652,1766032074,1687.208764
Heapsort,19000000,1,2,878670398,1375005594,1398.422446
Contagem,19000000,1,2,18999999,56999999,124.736753
Balde,19000000,1,2,37999999,94999999,732.828669
Radixsort C.,19000000,1,2,0,342000000,1653.497373
Radixsort B.,19000000,1,2,0,342000000,18263.906591
Shellsort,19000000,1,3,356428366,712856732,301.860287
Mergesort,19000000,1,3,226749376,687194944,377.859183
Quicksort,19000000,1,3,946572100,1874923663,1644.728752
Heapsort,19000000,1,3,878670398,1375005594,1389.100266
Contagem,19000000,1,3,18999999,56999999,124.745379
Balde,19000000,1,3,37999999,94999999,725.291560
Radixsort C.,19000000,1,3,0,342000000,1654.205574
Radixsort B.,19000000,1,3,0,342000000,18236.845708
Shellsort,19000000,2,1,485208950,851414986,385.670565
Mergesort,19000000,2,1,233696192,920891136,460.758369
Quicksort,19000000,2,1,911981165,1832346404,1682.294623
Heapsort,19000000,2,1,819774314,1286661468,1523.116127
Contagem,19000000,2,1,18999999,38000000,130.084077
Balde,19000000,2,1,37999999,76000000,675.488974
Radixsort C.,19000000,2,1,0,342000000,1994.429282
Radixsort B.,19000000,2,1,0,342000000,23994.824952
Shellsort,19000000,2,2,485208950,851414986,383.012382
Mergesort,19000000,2,2,233696192,920891136,491.987649
Quicksort,19000000,2,2,876292595,1749327091,1647.785034
Heapsort,19000000,2,2,819774314,1286661468,1518.255886
Contagem,19000000,2,2,18999999,38000000,129.383611
Balde,19000000,2,2,37999999,76000000,672.931679
Radixsort C.,19000000,2,2,0,342000000,1998.441568
Radixsort B.,19000000,2,2,0,342000000,23632.987375
Shellsort,19000000,2,3,485208950,851414986,383.564249
Mergesort,19000000,2,3,233696192,920891136,461.114067
Quicksort,19000000,2,3,916758335,1808355327,1649.222405
Heapsort,19000000,2,3,819774314,1286661468,1522.973420
Contagem,19000000,2,3,18999999,38000000,130.055383
Balde,19000000,2,3,37999999,76000000,695.548513
Radixsort C.,19000000,2,3,0,342000000,2010.595280
Radixsort B.,19000000,2,3,0,342000000,23818.517574
Shellsort,19000000,3,1,762617037,1127969087,2472.332427
Mergesort,19000000,3,1,435723501,906879539,1833.736850
Quicksort,19000000,3,1,866981225,1743635278,2469.633224
Heapsort,19000000,3,1,847543236,1328314851,5099.150148
Contagem,19000000,3,1,18999999,38000020,1136.928401
Balde,19000000,3,1,38675796,76675817,9443.696934
Radixsort C.,19000000,3,1,0,342000000,1762.148901
Radixsort B.,19000000,3,1,0,342000000,30975.016117
Shellsort,19000000,3,2,762292448,1127642791,2475.444789
Mergesort,19000000,3,2,435725500,906882266,1837.206660
Quicksort,19000000,3,2,893545579,1792490360,2444.853238
Heapsort,19000000,3,2,847538222,1328307330,5093.964512
Contagem,19000000,3,2,18999999,38000011,1104.175538
Balde,19000000,3,2,38677738,76677750,6947.889832
Radixsort C.,19000000,3,2,0,342000000,1757.012643
Radixsort B.,19000000,3,2,0,342000000,30878.323431
Shellsort,19000000,3,3,762691767,1128041621,2473.421873
Mergesort,19000000,3,3,435724006,906881492,1856.155722
Quicksort,19000000,3,3,918576265,1829589692,2428.037550
Heapsort,19000000,3,3,847549348,1328324019,5101.893461
Contagem,19000000,3,3,18999999,38000017,1106.886443
Balde,19000000,3,3,38676103,76676121,9453.255105
Radixsort C.,19000000,3,3,0,342000000,1747.130512
Radixsort B.,19000000,3,3,0,342000000,30794.286392
Shellsort,20000000,1,1,376428366,752856732,319.894723
Mergesort,20000000,1,1,238869248,725314816,405.018127
Quicksort,20000000,1,1,970414903,1937354833,1748.515273
Heapsort,20000000,1,1,928556102,1452834150,1462.205154
Contagem,20000000,1,1,19999999,59999999,130.271018
Balde,20000000,1,1,39999999,99999999,767.145640
Radixsort C.,20000000,1,1,0,360000000,1761.731197
Radixsort B.,20000000,1,1,0,360000000,12953.276420
Shellsort,20000000,1,2,376428366,752856732,320.996953
Mergesort,20000000,1,2,238869248,725314816,399.439558
Quicksort,20000000,1,2,994998192,1987398225,1736.995795
Heapsort,20000000,1,2,928556102,1452834150,1476.311210
Contagem,20000000,1,2,19999999,59999999,131.589464
Balde,20000000,1,2,39999999,99999999,767.051443
Radixsort C.,20000000,1,2,0,360000000,1743.564020
Radixsort B.,20000000,1,2,0,360000000,13408.881523
Shellsort,20000000,1,3,376428366,752856732,319.343768
Mergesort,20000000,1,3,238869248,725314816,401.215595
Quicksort,20000000,1,3,952482655,1916950370,1774.490224
Heapsort,20000000,1,3,928556102,1452834150,1467.611848
Contagem,20000000,1,3,19999999,59999999,131.011480
Balde,20000000,1,3,39999999,99999999,765.905290
Radixsort C.,20000000,1,3,0,360000000,1753.346446
Radixsort B.,20000000,1,3,0,360000000,12948.475312
Shellsort,20000000,2,1,521040238,907856098,405.983130
Mergesort,20000000,2,1,247576320,972891136,486.732247
Quicksort,20000000,2,1,948874052,1891732099,1743.302900
Heapsort,20000000,2,1,866162014,1359243018,1595.603245
Contagem,20000000,2,1,19999999,40000000,136.459663
Balde,20000000,2,1,39999999,80000000,703.416884
Radixsort C.,20000000,2,1,0,360000000,2118.628375
Radixsort B.,20000000,2,1,0,360000000,16389.272101
Shellsort,20000000,2,2,521040238,907856098,407.479972
Mergesort,20000000,2,2,247576320,972891136,485.109009
Quicksort,20000000,2,2,967136591,1926116862,1742.233162
Heapsort,20000000,2,2,866162014,1359243018,1599.504715
Contagem,20000000,2,2,19999999,40000000,134.721297
Balde,20000000,2,2,39999999,80000000,705.359622
Radixsort C.,20000000,2,2,0,360000000,2116.879289
Radixsort B.,20000000,2,2,0,360000000,16394.812753
Shellsort,20000000,2,3,521040238,907856098,408.346859
Mergesort,20000000,2,3,247576320,972891136,484.031404
Quicksort,20000000,2,3,932946244,1855722936,1765.458096
Heapsort,20000000,2,3,866162014,1359243018,1602.685518
Contagem,20000000,2,3,19999999,40000000,136.699682
Balde,20000000,2,3,39999999,80000000,731.753531
Radixsort C.,20000000,2,3,0,360000000,2104.758232
Radixsort B.,20000000,2,3,0,360000000,16406.276736
Shellsort,20000000,3,1,805285577,1191235932,2615.001249
Mergesort,20000000,3,1,460200831,957625773,1916.076566
Quicksort,20000000,3,1,978115934,1904099195,2567.450994
Heapsort,20000000,3,1,895334510,1403001762,5423.445645
Contagem,20000000,3,1,19999999,40000012,1161.040562
Balde,20000000,3,1,40684043,80684056,10073.567457
Radixsort C.,20000000,3,1,0,360000000,1854.500234
Radixsort B.,20000000,3,1,0,360000000,32738.335700
Shellsort,20000000,3,2,805600691,1191545136,2608.633432
Mergesort,20000000,3,2,460207178,957635102,1915.901268
Quicksort,20000000,3,2,946842678,1866738154,2627.244409
Heapsort,20000000,3,2,895344620,1403016927,5425.518506
Contagem,20000000,3,2,19999999,40000022,1160.416450
Balde,20000000,3,2,40685230,80685253,10143.628060
Radixsort C.,20000000,3,2,0,360000000,1847.412748
Radixsort B.,20000000,3,2,0,360000000,32824.872008
Shellsort,20000000,3,3,805661511,1191605390,2616.043176
Mergesort,20000000,3,3,460207088,957632888,1935.564170
Quicksort,20000000,3,3,943389239,1871047961,2602.020776
Heapsort,20000000,3,3,895343540,1403015307,5432.314608
Contagem,20000000,3,3,19999999,40000016,1124.821150
Balde,20000000,3,3,40683651,80683668,10020.117275
Radixsort C.,20000000,3,3,0,360000000,1865.753821
Radixsort B.,20000000,3,3,0,360000000,32699.069404
Shellsort,21000000,1,1,396428366,792856732,336.563333
Mergesort,21000000,1,1,251922112,764367680,419.663275
Quicksort,21000000,1,1,1046971544,2073191763,1852.860454
Heapsort,21000000,1,1,978441950,1530662922,1549.313809
Contagem,21000000,1,1,20999999,62999999,138.553706
Balde,21000000,1,1,41999999,104999999,808.091261
Radixsort C.,21000000,1,1,0,378000000,1831.218261
Radixsort B.,21000000,1,1,0,378000000,20300.497906
Shellsort,21000000,1,2,396428366,792856732,337.814724
Mergesort,21000000,1,2,251922112,764367680,422.022658
Quicksort,21000000,1,2,974874642,1972799816,1843.158248
Heapsort,21000000,1,2,978441950,1530662922,1548.935456
Contagem,21000000,1,2,20999999,62999999,137.543449
Balde,21000000,1,2,41999999,104999999,810.693708
Radixsort C.,21000000,1,2,0,378000000,1842.644624
Radixsort B.,21000000,1,2,0,378000000,20336.419470
Shellsort,21000000,1,3,396428366,792856732,335.178480
Mergesort,21000000,1,3,251922112,764367680,421.188340
Quicksort,21000000,1,3,989775902,2005826722,1862.737634
Heapsort,21000000,1,3,978441950,1530662922,1550.352497
Contagem,21000000,1,3,20999999,62999999,138.899295
Balde,21000000,1,3,41999999,104999999,807.134974
Radixsort C.,21000000,1,3,0,378000000,1830.016663
Radixsort B.,21000000,1,3,0,378000000,20309.617255
Shellsort,21000000,2,1,542218135,950860432,425.632159
Mergesort,21000000,2,1,260523456,1024891136,509.970405
Quicksort,21000000,2,1,980239453,1954795144,1876.042547
Heapsort,21000000,2,1,912050274,1431075408,1680.791922
Contagem,21000000,2,1,20999999,42000000,142.846840
Balde,21000000,2,1,41999999,84000000,740.104807
Radixsort C.,21000000,2,1,0,378000000,2220.516830
Radixsort B.,21000000,2,1,0,378000000,26542.709875
Shellsort,21000000,2,2,542218135,950860432,429.132032
